Year,Institute,Percentile,R56_Awards,R01_Equivalent_Awards,Not_Awarded,Funded_Total,Applications_Total,Funding_Rate,R56_Suppressed,Percentile_Band
2020,NHLBI,53,0.0,0,7,0.0,7.0,0.0,False,26+
2020,NHLBI,54,0.0,0,8,0.0,8.0,0.0,False,26+
2020,NHLBI,55,0.0,0,3,0.0,3.0,0.0,False,26+
2020,NHLBI,56,0.0,0,2,0.0,2.0,0.0,False,26+
2020,NHLBI,57,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NHLBI,58,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NIA,1,0.0,8,1,8.0,9.0,0.8888888888888888,False,1-5
2020,NIA,2,0.0,14,0,14.0,14.0,1.0,False,1-5
2020,NIA,3,0.0,17,1,17.0,18.0,0.9444444444444444,False,1-5
2020,NIA,4,0.0,12,0,12.0,12.0,1.0,False,1-5
2020,NIA,5,0.0,11,1,11.0,12.0,0.9166666666666666,False,1-5
2020,NIA,6,0.0,13,0,13.0,13.0,1.0,False,6-10
2020,NIA,7,0.0,8,0,8.0,8.0,1.0,False,6-10
2020,NIA,8,0.0,15,0,15.0,15.0,1.0,False,6-10
2020,NIA,9,0.0,16,0,16.0,16.0,1.0,False,6-10
2020,NIA,10,0.0,16,0,16.0,16.0,1.0,False,6-10
2020,NIA,11,0.0,19,0,19.0,19.0,1.0,False,11-15
2020,NIA,12,2.0,7,3,9.0,12.0,0.75,False,11-15
2020,NIA,13,3.0,9,1,12.0,13.0,0.9230769230769231,False,11-15
2020,NIA,14,1.0,10,4,11.0,15.0,0.7333333333333333,False,11-15
2020,NIA,15,3.0,9,0,12.0,12.0,1.0,False,11-15
2020,NIA,16,2.0,8,6,10.0,16.0,0.625,False,16-20
2020,NIA,17,0.0,8,2,8.0,10.0,0.8,False,16-20
2020,NIA,18,3.0,7,5,10.0,15.0,0.6666666666666666,False,16-20
2020,NIA,19,1.0,4,3,5.0,8.0,0.625,False,16-20
2020,NIA,20,4.0,4,1,8.0,9.0,0.8888888888888888,False,16-20
2020,NIA,21,0.0,6,5,6.0,11.0,0.5454545454545454,False,21-25
2020,NIA,22,1.0,12,5,13.0,18.0,0.7222222222222222,False,21-25
2020,NIA,23,2.0,6,3,8.0,11.0,0.7272727272727273,False,21-25
2020,NIA,24,1.0,5,4,6.0,10.0,0.6,False,21-25
2020,NIA,25,2.0,6,5,8.0,13.0,0.6153846153846154,False,21-25
2020,NIA,26,3.0,5,4,8.0,12.0,0.6666666666666666,False,26+
2020,NIA,27,1.0,5,8,6.0,14.0,0.42857142857142855,False,26+
2020,NIA,28,1.0,3,6,4.0,10.0,0.4,False,26+
2020,NIA,29,2.0,9,14,11.0,25.0,0.44,False,26+
2020,NIA,30,0.0,2,6,2.0,8.0,0.25,False,26+
2020,NIA,31,1.0,1,7,2.0,9.0,0.2222222222222222,False,26+
2020,NIA,32,2.0,4,8,6.0,14.0,0.42857142857142855,False,26+
2020,NIA,33,0.0,5,5,5.0,10.0,0.5,False,26+
2020,NIA,34,0.0,1,8,1.0,9.0,0.1111111111111111,False,26+
2020,NIA,35,1.0,0,14,1.0,15.0,0.06666666666666667,False,26+
2020,NIA,36,1.0,1,11,2.0,13.0,0.15384615384615385,False,26+
2020,NIA,37,0.0,2,10,2.0,12.0,0.16666666666666666,False,26+
2020,NIA,38,2.0,1,18,3.0,21.0,0.14285714285714285,False,26+
2020,NIA,39,2.0,0,20,2.0,22.0,0.09090909090909091,False,26+
2020,NIA,40,1.0,0,18,1.0,19.0,0.05263157894736842,False,26+
2020,NIA,41,2.0,0,10,2.0,12.0,0.16666666666666666,False,26+
2020,NIA,42,0.0,1,14,1.0,15.0,0.06666666666666667,False,26+
2020,NIA,43,0.0,0,18,0.0,18.0,0.0,False,26+
2020,NIA,44,0.0,0,13,0.0,13.0,0.0,False,26+
2020,NIA,45,1.0,0,18,1.0,19.0,0.05263157894736842,False,26+
2020,NIA,46,0.0,0,13,0.0,13.0,0.0,False,26+
2020,NIA,47,0.0,0,11,0.0,11.0,0.0,False,26+
2020,NIA,48,1.0,0,17,1.0,18.0,0.05555555555555555,False,26+
2020,NIA,49,0.0,0,16,0.0,16.0,0.0,False,26+
2020,NIA,50,1.0,0,14,1.0,15.0,0.06666666666666667,False,26+
2020,NIA,51,0.0,0,9,0.0,9.0,0.0,False,26+
2020,NIA,52,0.0,0,9,0.0,9.0,0.0,False,26+
2020,NIA,53,0.0,0,7,0.0,7.0,0.0,False,26+
2020,NIA,54,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NIA,55,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NIA,56,0.0,0,2,0.0,2.0,0.0,False,26+
2020,NIA,59,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NIA,60,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NIAAA,1,,2,1,2.0,3.0,0.6666666666666666,True,1-5
2020,NIAAA,2,,3,0,3.0,3.0,1.0,True,1-5
2020,NIAAA,3,,3,0,3.0,3.0,1.0,True,1-5
2020,NIAAA,4,,3,0,3.0,3.0,1.0,True,1-5
2020,NIAAA,5,,2,0,2.0,2.0,1.0,True,1-5
2020,NIAAA,6,,3,0,3.0,3.0,1.0,True,6-10
2020,NIAAA,7,,4,0,4.0,4.0,1.0,True,6-10
2020,NIAAA,8,,4,0,4.0,4.0,1.0,True,6-10
2020,NIAAA,9,,6,0,6.0,6.0,1.0,True,6-10
2020,NIAAA,10,,2,0,2.0,2.0,1.0,True,6-10
2020,NIAAA,11,,6,0,6.0,6.0,1.0,True,11-15
2020,NIAAA,12,,2,1,2.0,3.0,0.6666666666666666,True,11-15
2020,NIAAA,13,,4,0,4.0,4.0,1.0,True,11-15
2020,NIAAA,14,,3,1,3.0,4.0,0.75,True,11-15
2020,NIAAA,15,,4,0,4.0,4.0,1.0,True,11-15
2020,NIAAA,16,,1,1,1.0,2.0,0.5,True,16-20
2020,NIAAA,17,,4,0,4.0,4.0,1.0,True,16-20
2020,NIAAA,18,,0,3,0.0,3.0,0.0,True,16-20
2020,NIAAA,19,,6,1,6.0,7.0,0.8571428571428571,True,16-20
2020,NIAAA,20,,5,0,5.0,5.0,1.0,True,16-20
2020,NIAAA,21,,0,1,0.0,1.0,0.0,True,21-25
2020,NIAAA,22,,3,2,3.0,5.0,0.6,True,21-25
2020,NIAAA,23,,3,0,3.0,3.0,1.0,True,21-25
2020,NIAAA,24,,0,1,0.0,1.0,0.0,True,21-25
2020,NIAAA,25,,3,2,3.0,5.0,0.6,True,21-25
2020,NIAAA,26,,1,3,1.0,4.0,0.25,True,26+
2020,NIAAA,27,,1,4,1.0,5.0,0.2,True,26+
2020,NIAAA,28,,1,5,1.0,6.0,0.16666666666666666,True,26+
2020,NIAAA,29,,1,5,1.0,6.0,0.16666666666666666,True,26+
2020,NIAAA,30,,0,1,0.0,1.0,0.0,True,26+
2020,NIAAA,31,,0,2,0.0,2.0,0.0,True,26+
2020,NIAAA,32,,0,4,0.0,4.0,0.0,True,26+
2020,NIAAA,33,,0,2,0.0,2.0,0.0,True,26+
2020,NIAAA,34,,1,3,1.0,4.0,0.25,True,26+
2020,NIAAA,35,,1,5,1.0,6.0,0.16666666666666666,True,26+
2020,NIAAA,36,,0,2,0.0,2.0,0.0,True,26+
2020,NIAAA,37,,0,5,0.0,5.0,0.0,True,26+
2020,NIAAA,38,,0,5,0.0,5.0,0.0,True,26+
2020,NIAAA,39,,0,3,0.0,3.0,0.0,True,26+
2020,NIAAA,40,,0,4,0.0,4.0,0.0,True,26+
2020,NIAAA,41,,0,4,0.0,4.0,0.0,True,26+
2020,NIAAA,42,,0,2,0.0,2.0,0.0,True,26+
2020,NIAAA,43,,0,2,0.0,2.0,0.0,True,26+
2020,NIAAA,44,,0,3,0.0,3.0,0.0,True,26+
2020,NIAAA,45,,0,1,0.0,1.0,0.0,True,26+
2020,NIAAA,46,,0,4,0.0,4.0,0.0,True,26+
2020,NIAAA,47,,0,5,0.0,5.0,0.0,True,26+
2020,NIAAA,48,,0,3,0.0,3.0,0.0,True,26+
2020,NIAAA,49,,0,1,0.0,1.0,0.0,True,26+
2020,NIAAA,50,,0,2,0.0,2.0,0.0,True,26+
2020,NIAAA,51,,0,3,0.0,3.0,0.0,True,26+
2020,NIAAA,52,,0,2,0.0,2.0,0.0,True,26+
2020,NIAAA,53,,0,2,0.0,2.0,0.0,True,26+
2020,NIAID,1,0.0,43,1,43.0,44.0,0.9772727272727273,False,1-5
2020,NIAID,2,0.0,36,1,36.0,37.0,0.972972972972973,False,1-5
2020,NIAID,3,0.0,39,0,39.0,39.0,1.0,False,1-5
2020,NIAID,4,0.0,63,1,63.0,64.0,0.984375,False,1-5
2020,NIAID,5,0.0,46,1,46.0,47.0,0.9787234042553191,False,1-5
2020,NIAID,6,0.0,48,2,48.0,50.0,0.96,False,6-10
2020,NIAID,7,0.0,50,0,50.0,50.0,1.0,False,6-10
2020,NIAID,8,0.0,42,0,42.0,42.0,1.0,False,6-10
2020,NIAID,9,0.0,52,1,52.0,53.0,0.9811320754716981,False,6-10
2020,NIAID,10,0.0,42,1,42.0,43.0,0.9767441860465116,False,6-10
2020,NIAID,11,0.0,55,1,55.0,56.0,0.9821428571428571,False,11-15
2020,NIAID,12,0.0,32,2,32.0,34.0,0.9411764705882353,False,11-15
2020,NIAID,13,0.0,30,2,30.0,32.0,0.9375,False,11-15
2020,NIAID,14,0.0,45,0,45.0,45.0,1.0,False,11-15
2020,NIAID,15,2.0,16,4,18.0,22.0,0.8181818181818182,False,11-15
2020,NIAID,16,3.0,10,9,13.0,22.0,0.5909090909090909,False,16-20
2020,NIAID,17,2.0,12,13,14.0,27.0,0.5185185185185185,False,16-20
2020,NIAID,18,5.0,16,13,21.0,34.0,0.6176470588235294,False,16-20
2020,NIAID,19,5.0,12,10,17.0,27.0,0.6296296296296297,False,16-20
2020,NIAID,20,8.0,9,17,17.0,34.0,0.5,False,16-20
2020,NIAID,21,5.0,5,11,10.0,21.0,0.47619047619047616,False,21-25
2020,NIAID,22,3.0,5,20,8.0,28.0,0.2857142857142857,False,21-25
2020,NIAID,23,7.0,2,13,9.0,22.0,0.4090909090909091,False,21-25
2020,NIAID,24,4.0,2,16,6.0,22.0,0.2727272727272727,False,21-25
2020,NIAID,25,5.0,0,26,5.0,31.0,0.16129032258064516,False,21-25
2020,NIAID,26,7.0,3,30,10.0,40.0,0.25,False,26+
2020,NIAID,27,4.0,0,34,4.0,38.0,0.10526315789473684,False,26+
2020,NIAID,28,4.0,0,22,4.0,26.0,0.15384615384615385,False,26+
2020,NIAID,29,2.0,3,42,5.0,47.0,0.10638297872340426,False,26+
2020,NIAID,30,3.0,0,26,3.0,29.0,0.10344827586206896,False,26+
2020,NIAID,31,3.0,0,29,3.0,32.0,0.09375,False,26+
2020,NIAID,32,1.0,0,26,1.0,27.0,0.037037037037037035,False,26+
2020,NIAID,33,0.0,1,17,1.0,18.0,0.05555555555555555,False,26+
2020,NIAID,34,1.0,0,28,1.0,29.0,0.034482758620689655,False,26+
2020,NIAID,35,0.0,0,30,0.0,30.0,0.0,False,26+
2020,NIAID,36,2.0,0,35,2.0,37.0,0.05405405405405406,False,26+
2020,NIAID,37,0.0,0,27,0.0,27.0,0.0,False,26+
2020,NIAID,38,1.0,0,20,1.0,21.0,0.047619047619047616,False,26+
2020,NIAID,39,0.0,0,22,0.0,22.0,0.0,False,26+
2020,NIAID,40,0.0,1,33,1.0,34.0,0.029411764705882353,False,26+
2020,NIAID,41,1.0,0,34,1.0,35.0,0.02857142857142857,False,26+
2020,NIAID,42,2.0,0,23,2.0,25.0,0.08,False,26+
2020,NIAID,43,1.0,0,26,1.0,27.0,0.037037037037037035,False,26+
2020,NIAID,44,0.0,0,37,0.0,37.0,0.0,False,26+
2020,NIAID,45,0.0,0,27,0.0,27.0,0.0,False,26+
2020,NIAID,46,1.0,0,28,1.0,29.0,0.034482758620689655,False,26+
2020,NIAID,47,0.0,0,19,0.0,19.0,0.0,False,26+
2020,NIAID,48,0.0,0,34,0.0,34.0,0.0,False,26+
2020,NIAID,49,0.0,0,32,0.0,32.0,0.0,False,26+
2020,NIAID,50,0.0,0,37,0.0,37.0,0.0,False,26+
2020,NIAID,51,0.0,0,16,0.0,16.0,0.0,False,26+
2020,NIAID,52,1.0,0,19,1.0,20.0,0.05,False,26+
2020,NIAID,53,0.0,0,8,0.0,8.0,0.0,False,26+
2020,NIAID,54,0.0,0,6,0.0,6.0,0.0,False,26+
2020,NIAID,55,0.0,0,7,0.0,7.0,0.0,False,26+
2020,NIAID,56,0.0,0,4,0.0,4.0,0.0,False,26+
2020,NIAID,57,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NIAID,58,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NIAID,59,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NIAMS,1,0.0,9,0,9.0,9.0,1.0,False,1-5
2020,NIAMS,2,0.0,8,0,8.0,8.0,1.0,False,1-5
2020,NIAMS,3,0.0,16,0,16.0,16.0,1.0,False,1-5
2020,NIAMS,4,0.0,14,0,14.0,14.0,1.0,False,1-5
2020,NIAMS,5,0.0,8,0,8.0,8.0,1.0,False,1-5
2020,NIAMS,6,0.0,4,0,4.0,4.0,1.0,False,6-10
2020,NIAMS,7,0.0,26,0,26.0,26.0,1.0,False,6-10
2020,NIAMS,8,0.0,7,0,7.0,7.0,1.0,False,6-10
2020,NIAMS,9,0.0,7,0,7.0,7.0,1.0,False,6-10
2020,NIAMS,10,0.0,12,0,12.0,12.0,1.0,False,6-10
2020,NIAMS,11,0.0,8,0,8.0,8.0,1.0,False,11-15
2020,NIAMS,12,7.0,3,1,10.0,11.0,0.9090909090909091,False,11-15
2020,NIAMS,13,6.0,1,7,7.0,14.0,0.5,False,11-15
2020,NIAMS,14,3.0,0,8,3.0,11.0,0.2727272727272727,False,11-15
2020,NIAMS,15,3.0,1,9,4.0,13.0,0.3076923076923077,False,11-15
2020,NIAMS,16,0.0,4,8,4.0,12.0,0.3333333333333333,False,16-20
2020,NIAMS,17,2.0,2,11,4.0,15.0,0.26666666666666666,False,16-20
2020,NIAMS,18,1.0,0,9,1.0,10.0,0.1,False,16-20
2020,NIAMS,19,0.0,1,9,1.0,10.0,0.1,False,16-20
2020,NIAMS,20,1.0,1,13,2.0,15.0,0.13333333333333333,False,16-20
2020,NIAMS,21,0.0,0,4,0.0,4.0,0.0,False,21-25
2020,NIAMS,22,0.0,0,11,0.0,11.0,0.0,False,21-25
2020,NIAMS,23,0.0,2,8,2.0,10.0,0.2,False,21-25
2020,NIAMS,24,0.0,0,9,0.0,9.0,0.0,False,21-25
2020,NIAMS,25,0.0,0,2,0.0,2.0,0.0,False,21-25
2020,NIAMS,26,0.0,1,4,1.0,5.0,0.2,False,26+
2020,NIAMS,27,0.0,0,12,0.0,12.0,0.0,False,26+
2020,NIAMS,28,1.0,0,8,1.0,9.0,0.1111111111111111,False,26+
2020,NIAMS,29,0.0,0,8,0.0,8.0,0.0,False,26+
2020,NIAMS,30,0.0,0,10,0.0,10.0,0.0,False,26+
2020,NIAMS,31,0.0,0,10,0.0,10.0,0.0,False,26+
2020,NIAMS,32,0.0,0,3,0.0,3.0,0.0,False,26+
2020,NIAMS,33,0.0,0,16,0.0,16.0,0.0,False,26+
2020,NIAMS,34,0.0,0,10,0.0,10.0,0.0,False,26+
2020,NIAMS,35,0.0,0,7,0.0,7.0,0.0,False,26+
2020,NIAMS,36,0.0,0,6,0.0,6.0,0.0,False,26+
2020,NIAMS,37,0.0,0,7,0.0,7.0,0.0,False,26+
2020,NIAMS,38,0.0,0,10,0.0,10.0,0.0,False,26+
2020,NIAMS,39,0.0,0,5,0.0,5.0,0.0,False,26+
2020,NIAMS,40,0.0,0,9,0.0,9.0,0.0,False,26+
2020,NIAMS,41,0.0,0,12,0.0,12.0,0.0,False,26+
2020,NIAMS,42,0.0,0,7,0.0,7.0,0.0,False,26+
2020,NIAMS,43,0.0,0,8,0.0,8.0,0.0,False,26+
2020,NIAMS,44,0.0,0,7,0.0,7.0,0.0,False,26+
2020,NIAMS,45,0.0,0,7,0.0,7.0,0.0,False,26+
2020,NIAMS,46,0.0,0,6,0.0,6.0,0.0,False,26+
2020,NIAMS,47,0.0,0,5,0.0,5.0,0.0,False,26+
2020,NIAMS,48,0.0,0,7,0.0,7.0,0.0,False,26+
2020,NIAMS,49,0.0,0,6,0.0,6.0,0.0,False,26+
2020,NIAMS,50,0.0,0,8,0.0,8.0,0.0,False,26+
2020,NIAMS,51,0.0,0,6,0.0,6.0,0.0,False,26+
2020,NIAMS,52,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NIAMS,53,0.0,0,10,0.0,10.0,0.0,False,26+
2020,NIAMS,54,0.0,0,3,0.0,3.0,0.0,False,26+
2020,NIAMS,56,0.0,0,2,0.0,2.0,0.0,False,26+
2020,NIAMS,57,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NIAMS,58,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NIAMS,62,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NICHD,1,,29,0,29.0,29.0,1.0,True,1-5
2020,NICHD,2,,15,0,15.0,15.0,1.0,True,1-5
2020,NICHD,3,,8,0,8.0,8.0,1.0,True,1-5
2020,NICHD,4,,19,1,19.0,20.0,0.95,True,1-5
2020,NICHD,5,,12,0,12.0,12.0,1.0,True,1-5
2020,NICHD,6,,11,1,11.0,12.0,0.9166666666666666,True,6-10
2020,NICHD,7,,15,0,15.0,15.0,1.0,True,6-10
2020,NICHD,8,,12,0,12.0,12.0,1.0,True,6-10
2020,NICHD,9,,19,0,19.0,19.0,1.0,True,6-10
2020,NICHD,10,,14,0,14.0,14.0,1.0,True,6-10
2020,NICHD,11,,16,0,16.0,16.0,1.0,True,11-15
2020,NICHD,12,,11,4,11.0,15.0,0.7333333333333333,True,11-15
2020,NICHD,13,,5,9,5.0,14.0,0.35714285714285715,True,11-15
2020,NICHD,14,,10,11,10.0,21.0,0.47619047619047616,True,11-15
2020,NICHD,15,,3,8,3.0,11.0,0.2727272727272727,True,11-15
2020,NICHD,16,,3,7,3.0,10.0,0.3,True,16-20
2020,NICHD,17,,7,12,7.0,19.0,0.3684210526315789,True,16-20
2020,NICHD,18,,3,5,3.0,8.0,0.375,True,16-20
2020,NICHD,19,,6,11,6.0,17.0,0.35294117647058826,True,16-20
2020,NICHD,20,,2,8,2.0,10.0,0.2,True,16-20
2020,NICHD,21,,3,6,3.0,9.0,0.3333333333333333,True,21-25
2020,NICHD,22,,2,10,2.0,12.0,0.16666666666666666,True,21-25
2020,NICHD,23,,3,9,3.0,12.0,0.25,True,21-25
2020,NICHD,24,,0,6,0.0,6.0,0.0,True,21-25
2020,NICHD,25,,2,14,2.0,16.0,0.125,True,21-25
2020,NICHD,26,,1,9,1.0,10.0,0.1,True,26+
2020,NICHD,27,,0,7,0.0,7.0,0.0,True,26+
2020,NICHD,28,,0,9,0.0,9.0,0.0,True,26+
2020,NICHD,29,,0,18,0.0,18.0,0.0,True,26+
2020,NICHD,30,,0,12,0.0,12.0,0.0,True,26+
2020,NICHD,31,,0,11,0.0,11.0,0.0,True,26+
2020,NICHD,32,,0,15,0.0,15.0,0.0,True,26+
2020,NICHD,33,,0,7,0.0,7.0,0.0,True,26+
2020,NICHD,34,,0,11,0.0,11.0,0.0,True,26+
2020,NICHD,35,,0,19,0.0,19.0,0.0,True,26+
2020,NICHD,36,,0,9,0.0,9.0,0.0,True,26+
2020,NICHD,37,,0,9,0.0,9.0,0.0,True,26+
2020,NICHD,38,,0,19,0.0,19.0,0.0,True,26+
2020,NICHD,39,,0,10,0.0,10.0,0.0,True,26+
2020,NICHD,40,,0,12,0.0,12.0,0.0,True,26+
2020,NICHD,41,,0,19,0.0,19.0,0.0,True,26+
2020,NICHD,42,,0,14,0.0,14.0,0.0,True,26+
2020,NICHD,43,,0,13,0.0,13.0,0.0,True,26+
2020,NICHD,44,,0,15,0.0,15.0,0.0,True,26+
2020,NICHD,45,,0,14,0.0,14.0,0.0,True,26+
2020,NICHD,46,,0,10,0.0,10.0,0.0,True,26+
2020,NICHD,47,,0,13,0.0,13.0,0.0,True,26+
2020,NICHD,48,,0,15,0.0,15.0,0.0,True,26+
2020,NICHD,49,,0,9,0.0,9.0,0.0,True,26+
2020,NICHD,50,,0,15,0.0,15.0,0.0,True,26+
2020,NICHD,51,,0,6,0.0,6.0,0.0,True,26+
2020,NICHD,52,,0,11,0.0,11.0,0.0,True,26+
2020,NICHD,53,,0,8,0.0,8.0,0.0,True,26+
2020,NICHD,54,,0,8,0.0,8.0,0.0,True,26+
2020,NICHD,55,,0,5,0.0,5.0,0.0,True,26+
2020,NICHD,56,,0,3,0.0,3.0,0.0,True,26+
2020,NICHD,57,,0,1,0.0,1.0,0.0,True,26+
2020,NICHD,58,,0,2,0.0,2.0,0.0,True,26+
2020,NIDA,1,0.0,8,0,8.0,8.0,1.0,False,1-5
2020,NIDA,2,0.0,11,1,11.0,12.0,0.9166666666666666,False,1-5
2020,NIDA,3,0.0,9,0,9.0,9.0,1.0,False,1-5
2020,NIDA,4,0.0,7,1,7.0,8.0,0.875,False,1-5
2020,NIDA,5,0.0,9,2,9.0,11.0,0.8181818181818182,False,1-5
2020,NIDA,6,0.0,5,0,5.0,5.0,1.0,False,6-10
2020,NIDA,7,0.0,15,1,15.0,16.0,0.9375,False,6-10
2020,NIDA,8,0.0,5,2,5.0,7.0,0.7142857142857143,False,6-10
2020,NIDA,9,0.0,6,1,6.0,7.0,0.8571428571428571,False,6-10
2020,NIDA,10,0.0,6,3,6.0,9.0,0.6666666666666666,False,6-10
2020,NIDA,11,0.0,4,6,4.0,10.0,0.4,False,11-15
2020,NIDA,12,0.0,2,1,2.0,3.0,0.6666666666666666,False,11-15
2020,NIDA,13,0.0,9,5,9.0,14.0,0.6428571428571429,False,11-15
2020,NIDA,14,0.0,3,7,3.0,10.0,0.3,False,11-15
2020,NIDA,15,0.0,0,3,0.0,3.0,0.0,False,11-15
2020,NIDA,16,0.0,2,8,2.0,10.0,0.2,False,16-20
2020,NIDA,17,0.0,3,7,3.0,10.0,0.3,False,16-20
2020,NIDA,18,0.0,2,7,2.0,9.0,0.2222222222222222,False,16-20
2020,NIDA,19,0.0,2,8,2.0,10.0,0.2,False,16-20
2020,NIDA,20,0.0,2,8,2.0,10.0,0.2,False,16-20
2020,NIDA,21,0.0,0,3,0.0,3.0,0.0,False,21-25
2020,NIDA,22,0.0,2,8,2.0,10.0,0.2,False,21-25
2020,NIDA,23,0.0,1,5,1.0,6.0,0.16666666666666666,False,21-25
2020,NIDA,24,0.0,0,4,0.0,4.0,0.0,False,21-25
2020,NIDA,25,0.0,2,8,2.0,10.0,0.2,False,21-25
2020,NIDA,26,0.0,0,8,0.0,8.0,0.0,False,26+
2020,NIDA,27,0.0,1,8,1.0,9.0,0.1111111111111111,False,26+
2020,NIDA,28,0.0,0,5,0.0,5.0,0.0,False,26+
2020,NIDA,29,0.0,0,9,0.0,9.0,0.0,False,26+
2020,NIDA,30,0.0,0,8,0.0,8.0,0.0,False,26+
2020,NIDA,31,0.0,0,6,0.0,6.0,0.0,False,26+
2020,NIDA,32,0.0,0,12,0.0,12.0,0.0,False,26+
2020,NIDA,33,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NIDA,34,0.0,0,5,0.0,5.0,0.0,False,26+
2020,NIDA,35,0.0,0,12,0.0,12.0,0.0,False,26+
2020,NIDA,36,0.0,0,5,0.0,5.0,0.0,False,26+
2020,NIDA,37,0.0,0,8,0.0,8.0,0.0,False,26+
2020,NIDA,38,0.0,0,8,0.0,8.0,0.0,False,26+
2020,NIDA,39,0.0,0,8,0.0,8.0,0.0,False,26+
2020,NIDA,40,0.0,0,5,0.0,5.0,0.0,False,26+
2020,NIDA,41,0.0,0,7,0.0,7.0,0.0,False,26+
2020,NIDA,42,0.0,0,8,0.0,8.0,0.0,False,26+
2020,NIDA,43,0.0,0,10,0.0,10.0,0.0,False,26+
2020,NIDA,44,0.0,0,16,0.0,16.0,0.0,False,26+
2020,NIDA,45,0.0,0,6,0.0,6.0,0.0,False,26+
2020,NIDA,46,0.0,0,8,0.0,8.0,0.0,False,26+
2020,NIDA,47,0.0,0,9,0.0,9.0,0.0,False,26+
2020,NIDA,48,0.0,0,9,0.0,9.0,0.0,False,26+
2020,NIDA,49,0.0,0,14,0.0,14.0,0.0,False,26+
2020,NIDA,50,0.0,0,10,0.0,10.0,0.0,False,26+
2020,NIDA,51,0.0,0,7,0.0,7.0,0.0,False,26+
2020,NIDA,52,0.0,0,8,0.0,8.0,0.0,False,26+
2020,NIDA,53,0.0,0,3,0.0,3.0,0.0,False,26+
2020,NIDA,54,0.0,0,2,0.0,2.0,0.0,False,26+
2020,NIDA,55,0.0,0,2,0.0,2.0,0.0,False,26+
2020,NIDA,56,0.0,0,1,0.0,1.0,0.0,False,26+
2020,NIDCD,1,,10,0,10.0,10.0,1.0,True,1-5
2020,NIDCD,2,,6,0,6.0,6.0,1.0,True,1-5
2020,NIDCD,3,,4,0,4.0,4.0,1.0,True,1-5
2020,NIDCD,4,,12,0,12.0,12.0,1.0,True,1-5
2020,NIDCD,6,,7,0,7.0,7.0,1.0,True,6-10
2020,NIDCD,7,,7,0,7.0,7.0,1.0,True,6-10
2020,NIDCD,8,,8,0,8.0,8.0,1.0,True,6-10
2020,NIDCD,9,,5,0,5.0,5.0,1.0,True,6-10
2020,NIDCD,10,,9,0,9.0,9.0,1.0,True,6-10
2020,NIDCD,11,,9,0,9.0,9.0,1.0,True,11-15
2020,NIDCD,12,,6,0,6.0,6.0,1.0,True,11-15
2020,NIDCD,13,,5,0,5.0,5.0,1.0,True,11-15
2020,NIDCD,14,,4,2,4.0,6.0,0.6666666666666666,True,11-15
2020,NIDCD,15,,1,1,1.0,2.0,0.5,True,11-15
2020,NIDCD,16,,4,2,4.0,6.0,0.6666666666666666,True,16-20
2020,NIDCD,17,,1,0,1.0,1.0,1.0,True,16-20
2020,NIDCD,18,,2,1,2.0,3.0,0.6666666666666666,True,16-20
2020,NIDCD,19,,2,2,2.0,4.0,0.5,True,16-20
2020,NIDCD,20,,2,1,2.0,3.0,0.6666666666666666,True,16-20
2020,NIDCD,21,,2,2,2.0,4.0,0.5,True,21-25
2020,NIDCD,22,,0,1,0.0,1.0,0.0,True,21-25
2020,NIDCD,23,,1,5,1.0,6.0,0.16666666666666666,True,21-25
2020,NIDCD,24,,0,1,0.0,1.0,0.0,True,21-25
2020,NIDCD,25,,1,9,1.0,10.0,0.1,True,21-25
2020,NIDCD,26,,1,7,1.0,8.0,0.125,True,26+
2020,NIDCD,27,,1,6,1.0,7.0,0.14285714285714285,True,26+
2020,NIDCD,28,,0,2,0.0,2.0,0.0,True,26+
2020,NIDCD,29,,0,7,0.0,7.0,0.0,True,26+
2020,NIDCD,30,,0,2,0.0,2.0,0.0,True,26+
2020,NIDCD,31,,2,4,2.0,6.0,0.3333333333333333,True,26+
2020,NIDCD,32,,0,2,0.0,2.0,0.0,True,26+
2020,NIDCD,33,,0,0,0.0,0.0,,True,26+
2020,NIDCD,34,,0,6,0.0,6.0,0.0,True,26+
2020,NIDCD,35,,0,2,0.0,2.0,0.0,True,26+
2020,NIDCD,36,,1,6,1.0,7.0,0.14285714285714285,True,26+
2020,NIDCD,37,,0,3,0.0,3.0,0.0,True,26+
2020,NIDCD,38,,0,11,0.0,11.0,0.0,True,26+
2020,NIDCD,39,,0,6,0.0,6.0,0.0,True,26+
2020,NIDCD,41,,0,7,0.0,7.0,0.0,True,26+
2020,NIDCD,42,,0,4,0.0,4.0,0.0,True,26+
2020,NIDCD,43,,0,7,0.0,7.0,0.0,True,26+
